weight,age,height,size
54,30.0,167.64,S
58,31.0,165.1,S
54,54.0,157.48,S
58,29.0,170.18,S
56,26.0,167.64,S
52,50.0,162.56,S
58,37.0,172.72,S
52,24.0,162.56,S
56,26.0,170.18,S
49,35.0,165.1,S
52,34.0,160.02,S
54,44.0,162.56,S
47,29.0,154.94,S
54,22.0,165.1,S
54,51.0,167.64,S
61,39.0,170.18,S
47,40.0,162.56,S
53,40.0,162.56,S
48,28.0,154.94,S
58,34.0,175.26,S
55,32.0,172.72,S
56,32.0,165.1,S
54,33.0,167.64,S
56,44.0,154.94,S
54,41.0,160.02,S
52,29.0,160.02,S
53,34.0,160.02,S
54,28.0,157.48,S
61,21.0,170.18,S
56,28.0,165.1,S
51,54.0,157.48,S
56,35.0,165.1,S
52,34.0,160.02,S
61,30.0,175.26,S
62,40.0,177.8,S
52,23.0,167.64,S
52,37.0,170.18,S
62,49.0,172.72,S
52,38.0,152.4,S
68,30.0,172.72,S
54,33.0,157.48,S
60,34.0,165.1,S
48,31.0,165.1,S
61,34.0,167.64,S
61,36.0,162.56,S
61,28.0,167.64,S
54,30.0,160.02,S
49,30.0,167.64,S
54,28.0,172.72,S
56,25.0,170.18,S
49,40.0,157.48,S
49,24.0,167.64,S
61,35.0,160.02,S
63,30.0,172.72,S
54,26.0,162.56,S
53,26.0,160.02,S
56,33.0,170.18,S
56,30.0,154.94,S
52,38.0,160.02,S
49,53.0,149.86,S
53,25.0,167.64,S
49,26.0,154.94,S
49,26.0,165.1,S
55,27.0,170.18,S
60,34.0,162.56,S
52,29.0,152.4,S
49,27.0,154.94,S
50,36.0,160.02,S
54,34.0,165.1,S
47,27.0,157.48,S
52,32.0,160.02,S
56,42.0,162.56,S
56,30.0,162.56,S
52,33.0,160.02,S
53,30.0,160.02,S
55,32.0,167.64,S
58,33.0,170.18,S
44,41.0,157.48,S
59,32.0,162.56,S
54,31.0,160.02,S
50,28.0,160.02,S
52,32.0,160.02,S
45,27.0,157.48,S
52,40.0,162.56,S
58,36.0,172.72,S
52,45.0,167.64,S
57,31.0,162.56,S
58,35.0,162.56,S
54,34.0,167.64,S
52,35.0,152.4,S
47,27.0,157.48,S
58,29.0,162.56,S
53,28.0,170.18,S
56,36.0,160.02,S
53,34.0,170.18,S
58,39.0,170.18,S
56,35.0,170.18,S
57,47.0,167.64,S
52,30.0,160.02,S
52,36.0,154.94,S
54,33.0,160.02,S
52,41.0,167.64,S
54,31.0,160.02,S
54,30.0,157.48,S
52,24.0,167.64,S
54,28.0,172.72,S
54,30.0,162.56,S
48,31.0,160.02,S
54,31.0,172.72,S
54,28.0,157.48,S
48,25.0,167.64,S
58,30.0,157.48,S
49,53.0,149.86,S
56,35.0,162.56,S
56,27.0,160.02,S
48,20.0,157.48,S
57,32.0,172.72,S
58,30.0,162.56,S
58,26.0,175.26,S
58,32.0,165.1,S
54,32.0,160.02,S
52,26.0,157.48,S
56,30.0,160.02,S
45,32.0,160.02,S
45,34.0,157.48,S
55,40.0,162.56,S
54,30.0,154.94,S
53,32.0,154.94,S
56,26.0,170.18,S
65,27.0,172.72,S
53,31.0,154.94,S
52,22.0,165.1,S
49,39.0,157.48,S
58,29.0,175.26,S
52,38.0,165.1,S
61,39.0,175.26,S
58,32.0,167.64,S
46,33.0,157.48,S
49,53.0,149.86,S
61,30.0,165.1,S
54,30.0,165.1,S
49,45.0,160.02,S
53,58.0,172.72,S
58,31.0,167.64,S
56,42.0,167.64,S
54,45.0,170.18,S
56,37.0,165.1,S
49,32.0,165.1,S
54,29.0,165.1,S
61,32.0,175.26,S
47,33.0,154.94,S
61,30.0,167.64,S
57,31.0,172.72,S
52,50.0,162.56,S
54,21.0,167.64,S
53,31.0,154.94,S
50,32.0,160.02,S
57,33.0,167.64,S
48,32.0,157.48,S
54,40.0,162.56,S
54,20.0,160.02,S
52,26.0,157.48,S
54,27.0,165.1,S
56,32.0,167.64,S
51,50.0,167.64,S
48,33.0,157.48,S
56,27.0,172.72,S
63,31.0,165.1,S
56,26.0,170.18,S
53,46.0,160.02,S
52,30.0,162.56,S
58,33.0,167.64,S
57,43.0,175.26,S
44,33.0,152.4,S
49,63.0,157.48,S
53,33.0,162.56,S
63,37.0,165.1,S
47,29.0,149.86,S
54,37.0,162.56,S
58,30.0,160.02,S
54,33.0,160.02,S
50,27.0,160.02,S
56,44.0,152.4,S
55,48.0,167.64,S
54,46.0,165.1,S
55,34.0,167.64,S
56,48.0,160.02,S
54,30.0,165.1,S
54,24.0,165.1,S
52,35.0,165.1,S
54,36.0,167.64,S
63,23.0,177.8,S
55,27.0,162.56,S
55,39.0,165.1,S
58,38.0,177.8,S
54,26.0,157.48,S
54,23.0,167.64,S
52,35.0,167.64,S
53,44.0,165.1,S
56,21.0,170.18,S
58,33.0,162.56,S
51,31.0,162.56,S
61,32.0,167.64,S
54,31.0,165.1,S
54,43.0,154.94,S
56,29.0,162.56,S
49,46.0,162.56,S
54,30.0,160.02,S
56,34.0,170.18,S
63,28.0,180.34,S
53,26.0,165.1,S
56,36.0,172.72,S
49,38.0,162.56,S
54,31.0,172.72,S
53,25.0,157.48,S
49,32.0,162.56,S
47,32.0,154.94,S
56,30.0,162.56,S
55,30.0,165.1,S
58,22.0,165.1,S
50,29.0,162.56,S
54,30.0,157.48,S
44,37.0,157.48,S
47,29.0,152.4,S
54,25.0,170.18,S
61,30.0,172.72,S
49,31.0,157.48,S
53,30.0,160.02,S
57,38.0,167.64,S
58,32.0,160.02,S
56,37.0,165.1,S
52,27.0,160.02,S
52,42.0,167.64,S
52,23.0,170.18,S
49,19.0,172.72,S
54,32.0,175.26,S
53,35.0,172.72,S
56,26.0,170.18,S
49,36.0,154.94,S
52,30.0,160.02,S
54,40.0,162.56,S
54,26.0,157.48,S
56,27.0,165.1,S
54,67.0,165.1,S
54,32.0,157.48,S
56,18.0,160.02,S
55,29.0,167.64,S
52,48.0,162.56,S
51,27.0,162.56,S
56,24.0,160.02,S
49,34.0,172.72,S
53,47.0,154.94,S
49,29.0,165.1,S
58,27.0,162.56,S
51,29.0,157.48,S
52,32.0,154.94,S
53,37.0,167.64,S
54,53.0,162.56,S
61,28.0,177.8,S
49,53.0,157.48,S
52,48.0,157.48,S
54,42.0,167.64,S
54,26.0,160.02,S
56,30.0,175.26,S
53,37.0,162.56,S
49,31.0,162.56,S
58,27.0,167.64,S
58,31.0,167.64,S
49,31.0,157.48,S
54,35.0,165.1,S
49,26.0,160.02,S
58,29.0,167.64,S
47,35.0,170.18,S
58,27.0,167.64,S
58,30.0,162.56,S
45,31.0,154.94,S
55,25.0,167.64,S
54,25.0,160.02,S
49,24.0,167.64,S
50,28.0,154.94,S
58,33.0,160.02,S
63,29.0,172.72,S
49,36.0,170.18,S
55,27.0,157.48,S
52,40.0,154.94,S
54,53.0,167.64,S
54,27.0,167.64,S
62,32.0,162.56,S
54,26.0,170.18,S
52,42.0,175.26,S
49,40.0,157.48,S
47,25.0,157.48,S
52,28.0,165.1,S
52,53.0,165.1,S
58,30.0,160.02,S
55,33.0,170.18,S
48,31.0,154.94,S
49,34.0,175.26,S
54,40.0,154.94,S
47,42.0,157.48,S
56,33.0,162.56,S
48,55.0,154.94,S
55,31.0,162.56,S
59,36.0,175.26,S
48,32.0,160.02,S
52,32.0,160.02,S
54,18.0,162.56,S
58,25.0,172.72,S
49,48.0,165.1,S
49,47.0,165.1,S
54,30.0,152.4,S
56,27.0,160.02,S
61,22.0,172.72,S
45,35.0,165.1,S
61,24.0,167.64,S
56,29.0,160.02,S
54,27.0,160.02,S
58,28.0,167.64,S
55,39.0,170.18,S
47,30.0,162.56,S
48,34.0,167.64,S
56,34.0,165.1,S
56,32.0,165.1,S
62,30.0,165.1,S
56,42.0,162.56,S
61,39.0,175.26,S
56,30.0,160.02,S
60,24.0,170.18,S
56,19.0,170.18,S
50,29.0,162.56,S
61,34.0,160.02,S
55,29.0,170.18,S
49,52.0,160.02,S
56,29.0,167.64,S
51,36.0,165.1,S
56,29.0,165.1,S
50,34.0,160.02,S
54,27.0,160.02,S
52,27.0,165.1,S
58,28.0,172.72,S
49,36.0,160.02,S
59,36.0,175.26,S
63,31.0,172.72,S
49,41.0,154.94,S
53,27.0,160.02,S
50,27.0,157.48,S
56,32.0,175.26,S
54,46.0,165.1,S
56,24.0,167.64,S
51,54.0,157.48,S
54,36.0,162.56,S
49,28.0,154.94,S
48,25.0,152.4,S
54,26.0,172.72,S
53,28.0,162.56,S
58,31.0,162.56,S
52,46.0,157.48,S
55,30.0,172.72,S
57,33.0,172.72,S
61,33.0,172.72,S
55,39.0,154.94,S
56,48.0,165.1,S
54,27.0,162.56,S
53,32.0,165.1,S
48,28.0,157.48,S
52,36.0,162.56,S
48,44.0,170.18,S
56,36.0,175.26,S
45,47.0,157.48,S
54,37.0,157.48,S
51,35.0,157.48,S
61,21.0,162.56,S
54,38.0,165.1,S
53,28.0,165.1,S
58,30.0,165.1,S
47,27.0,157.48,S
54,31.0,162.56,S
54,29.0,167.64,S
56,32.0,170.18,S
53,44.0,165.1,S
49,39.0,160.02,S
56,31.0,167.64,S
49,30.0,154.94,S
54,35.0,165.1,S
53,36.0,162.56,S
54,20.0,167.64,S
56,32.0,170.18,S
54,25.0,162.56,S
55,26.0,170.18,S
61,26.0,165.1,S
56,37.0,157.48,S
52,33.0,167.64,S
49,44.0,172.72,S
48,37.0,154.94,S
58,32.0,170.18,S
54,40.0,162.56,S
52,31.0,157.48,S
52,25.0,157.48,S
52,31.0,157.48,S
52,42.0,165.1,S
62,28.0,167.64,S
61,35.0,170.18,S
63,29.0,170.18,S
54,27.0,172.72,S
61,28.0,170.18,S
47,32.0,154.94,S
58,25.0,152.4,S
54,26.0,157.48,S
56,39.0,170.18,S
52,44.0,160.02,S
56,35.0,162.56,S
58,47.0,165.1,S
54,42.0,172.72,S
54,30.0,162.56,S
52,56.0,162.56,S
57,31.0,167.64,S
58,20.0,165.1,S
52,28.0,160.02,S
53,47.0,157.48,S
54,32.0,167.64,S
54,32.0,157.48,S
55,30.0,165.1,S
54,28.0,157.48,S
56,22.0,157.48,S
58,23.0,162.56,S
54,34.0,167.64,S
54,33.0,160.02,S
48,32.0,162.56,S
47,41.0,157.48,S
56,35.0,170.18,S
54,28.0,160.02,S
52,36.0,165.1,S
58,36.0,160.02,S
57,31.0,165.1,S
54,30.0,165.1,S
57,31.0,170.18,S
58,30.0,157.48,S
54,33.0,165.1,S
56,25.0,157.48,S
61,29.0,167.64,S
56,37.0,175.26,S
53,30.0,157.48,S
52,25.0,160.02,S
54,34.0,167.64,S
58,34.0,162.56,S
54,33.0,167.64,S
58,32.0,175.26,S
61,34.0,172.72,S
54,28.0,167.64,S
56,32.0,157.48,S
56,19.0,154.94,S
53,24.0,162.56,S
52,32.0,172.72,S
55,31.0,162.56,S
54,29.0,175.26,S
53,38.0,160.02,S
56,26.0,165.1,S
48,30.0,154.94,S
61,44.0,177.8,S
52,32.0,162.56,S
52,22.0,170.18,S
52,28.0,167.64,S
57,33.0,172.72,S
56,47.0,162.56,S
58,50.0,160.02,S
56,38.0,160.02,S
61,25.0,177.8,S
55,26.0,170.18,S
52,35.0,172.72,S
49,21.0,162.56,S
55,38.0,162.56,S
53,38.0,162.56,S
56,30.0,175.26,S
61,30.0,160.02,S
49,27.0,170.18,S
54,32.0,175.26,S
54,28.0,157.48,S
61,43.0,162.56,S
52,30.0,162.56,S
53,32.0,162.56,S
49,29.0,152.4,S
52,19.0,167.64,S
54,33.0,172.72,S
54,28.0,162.56,S
56,28.0,167.64,S
52,28.0,165.1,S
54,27.0,165.1,S
54,39.0,160.02,S
52,29.0,160.02,S
45,44.0,149.86,S
57,29.0,167.64,S
52,31.0,152.4,S
56,27.0,167.64,S
49,34.0,152.4,S
48,43.0,162.56,S
53,35.0,167.64,S
52,29.0,162.56,S
56,30.0,165.1,S
54,34.0,172.72,S
63,33.0,162.56,S
49,31.0,154.94,S
58,23.0,170.18,S
56,37.0,157.48,S
44,32.0,152.4,S
54,32.0,162.56,S
61,31.0,162.56,S
55,33.0,165.1,S
50,28.0,160.02,S
54,34.0,167.64,S
53,28.0,157.48,S
54,48.0,162.56,S
47,42.0,162.56,S
49,32.0,160.02,S
58,36.0,165.1,S
48,63.0,154.94,S
56,31.0,167.64,S
57,35.0,162.56,S
54,30.0,162.56,S
54,26.0,165.1,S
52,39.0,160.02,S
63,30.0,175.26,S
52,30.0,162.56,S
58,38.0,167.64,S
58,29.0,175.26,S
61,28.0,172.72,S
55,26.0,170.18,S
48,37.0,152.4,S
58,35.0,157.48,S
52,24.0,160.02,S
49,24.0,162.56,S
58,35.0,170.18,S
53,39.0,162.56,S
52,37.0,157.48,S
54,41.0,160.02,S
55,26.0,167.64,S
53,25.0,160.02,S
47,28.0,157.48,S
63,25.0,177.8,S
52,38.0,167.64,S
53,38.0,157.48,S
54,24.0,160.02,S
56,29.0,157.48,S
56,38.0,175.26,S
58,30.0,165.1,S
51,38.0,160.02,S
69,31.0,170.18,S
52,35.0,165.1,S
61,31.0,160.02,S
56,34.0,162.56,S
55,32.0,162.56,S
56,30.0,167.64,S
49,43.0,154.94,S
56,37.0,162.56,S
49,25.0,154.94,S
54,39.0,160.02,S
54,30.0,154.94,S
54,28.0,160.02,S
58,27.0,162.56,S
53,30.0,149.86,S
54,28.0,157.48,S
57,45.0,170.18,S
47,41.0,157.48,S
52,32.0,162.56,S
53,29.0,157.48,S
52,28.0,154.94,S
61,32.0,170.18,S
58,35.0,154.94,S
57,39.0,157.48,S
52,20.0,170.18,S
56,27.0,167.64,S
52,30.0,157.48,S
56,32.0,162.56,S
53,32.0,160.02,S
52,50.0,162.56,S
58,40.0,170.18,S
52,35.0,170.18,S
47,33.0,157.48,S
47,40.0,154.94,S
50,31.0,162.56,S
54,35.0,152.4,S
49,31.0,160.02,S
56,34.0,165.1,S
54,31.0,160.02,S
49,31.0,154.94,S
58,36.0,165.1,S
48,40.0,160.02,S
49,19.0,175.26,S
58,30.0,162.56,S
49,26.0,170.18,S
61,28.0,162.56,S
56,30.0,167.64,S
53,33.0,160.02,S
56,26.0,165.1,S
52,36.0,160.02,S
54,33.0,162.56,S
56,36.0,175.26,S
61,19.0,180.34,S
49,33.0,149.86,S
56,21.0,172.72,S
61,26.0,175.26,S
58,28.0,165.1,S
60,23.0,170.18,S
52,23.0,172.72,S
54,27.0,172.72,S
61,42.0,177.8,S
57,35.0,157.48,S
61,28.0,175.26,S
45,35.0,160.02,S
56,21.0,165.1,S
49,22.0,157.48,S
56,33.0,165.1,S
52,31.0,167.64,S
56,43.0,170.18,S
51,39.0,154.94,S
58,30.0,160.02,S
54,38.0,177.8,S
63,30.0,175.26,S
56,34.0,160.02,S
49,31.0,157.48,S
48,26.0,162.56,S
49,29.0,160.02,S
58,32.0,177.8,S
49,24.0,162.56,S
56,45.0,157.48,S
58,25.0,160.02,S
56,33.0,160.02,S
55,28.0,165.1,S
54,25.0,157.48,S
56,45.0,162.56,S
54,42.0,165.1,S
53,33.0,172.72,S
48,53.0,160.02,S
58,27.0,170.18,S
58,28.0,167.64,S
54,29.0,165.1,S
57,28.0,172.72,S
49,28.0,157.48,S
55,26.0,170.18,S
50,55.0,160.02,S
48,43.0,162.56,S
53,40.0,154.94,S
65,35.0,157.48,S
54,27.0,180.34,S
56,53.0,170.18,S
49,30.0,162.56,S
47,34.0,154.94,S
53,39.0,170.18,S
58,30.0,167.64,S
56,32.0,167.64,S
54,30.0,170.18,S
49,32.0,157.48,S
56,36.0,167.64,S
58,32.0,170.18,S
53,44.0,154.94,S
56,32.0,175.26,S
53,36.0,167.64,S
52,31.0,157.48,S
54,29.0,165.1,S
52,26.0,157.48,S
55,26.0,170.18,S
54,39.0,162.56,S
54,35.0,167.64,S
60,31.0,172.72,S
52,36.0,172.72,S
49,28.0,154.94,S
58,23.0,170.18,S
56,36.0,170.18,S
53,27.0,167.64,S
54,31.0,165.1,S
53,53.0,162.56,S
61,48.0,172.72,XL
68,39.0,165.1,XL
65,26.0,172.72,XL
71,26.0,157.48,XL
62,68.0,175.26,XL
65,41.0,172.72,XL
65,48.0,172.72,XL
72,28.0,175.26,XL
56,54.0,170.18,XL
68,36.0,170.18,XL
67,28.0,154.94,XL
63,30.0,182.88,XL
61,32.0,165.1,XL
65,28.0,177.8,XL
58,43.0,165.1,XL
62,54.0,167.64,XL
68,32.0,172.72,XL
63,22.0,167.64,XL
62,27.0,167.64,XL
63,47.0,165.1,XL
63,29.0,160.02,XL
65,54.0,180.34,XL
70,31.0,170.18,XL
70,28.0,162.56,XL
65,27.0,175.26,XL
63,38.0,167.64,XL
56,36.0,160.02,XL
58,34.0,167.64,XL
61,33.0,170.18,XL
57,45.0,175.26,XL
75,38.0,157.48,XL
70,33.0,167.64,XL
63,50.0,177.8,XL
65,25.0,165.1,XL
53,30.0,160.02,XL
61,30.0,165.1,XL
65,27.0,175.26,XL
63,34.0,170.18,XL
67,35.0,180.34,XL
61,22.0,165.1,XL
74,40.0,170.18,XL
74,32.0,167.64,XL
66,31.0,162.56,XL
70,37.0,172.72,XL
74,37.0,172.72,XL
77,29.0,177.8,XL
61,38.0,167.64,XL
67,45.0,165.1,XL
67,34.0,172.72,XL
68,49.0,160.02,XL
65,46.0,177.8,XL
58,38.0,175.26,XL
62,45.0,154.94,XL
68,26.0,172.72,XL
63,39.0,167.64,XL
62,32.0,172.72,XL
72,30.0,167.64,XL
65,31.0,162.56,XL
68,47.0,157.48,XL
68,26.0,157.48,XL
62,34.0,157.48,XL
61,31.0,157.48,XL
61,40.0,162.56,XL
70,30.0,170.18,XL
69,31.0,167.64,XL
65,49.0,167.64,XL
63,26.0,172.72,XL
68,42.0,170.18,XL
63,40.0,175.26,XL
65,36.0,170.18,XL
61,37.0,162.56,XL
68,26.0,170.18,XL
65,35.0,165.1,XL
68,37.0,175.26,XL
73,30.0,162.56,XL
63,28.0,170.18,XL
56,35.0,165.1,XL
62,36.0,162.56,XL
61,28.0,162.56,XL
65,25.0,167.64,XL
63,35.0,170.18,XL
58,36.0,167.64,XL
65,31.0,165.1,XL
63,26.0,165.1,XL
68,33.0,160.02,XL
65,37.0,162.56,XL
60,34.0,167.64,XL
63,26.0,165.1,XL
65,29.0,162.56,XL
65,46.0,172.72,XL
71,33.0,172.72,XL
63,31.0,170.18,XL
64,29.0,160.02,XL
70,21.0,160.02,XL
63,33.0,160.02,XL
70,54.0,172.72,XL
68,38.0,182.88,XL
68,27.0,170.18,XL
68,31.0,172.72,XL
71,26.0,177.8,XL
56,27.0,152.4,XL
61,27.0,177.8,XL
58,33.0,160.02,XL
62,50.0,170.18,XL
63,32.0,154.94,XL
58,38.0,160.02,XL
65,27.0,170.18,XL
74,38.0,160.02,XL
67,31.0,167.64,XL
63,31.0,170.18,XL
65,29.0,165.1,XL
74,37.0,180.34,XL
65,29.0,165.1,XL
61,31.0,167.64,XL
63,30.0,177.8,XL
63,32.0,160.02,XL
70,33.0,172.72,XL
70,29.0,149.86,XL
77,37.0,177.8,XL
68,19.0,165.1,XL
70,40.0,175.26,XL
72,28.0,162.56,XL
65,34.0,170.18,XL
62,46.0,165.1,XL
63,31.0,165.1,XL
61,45.0,160.02,XL
60,51.0,157.48,XL
61,30.0,172.72,XL
65,30.0,172.72,XL
61,26.0,154.94,XL
63,25.0,175.26,XL
66,51.0,170.18,XL
68,28.0,165.1,XL
72,33.0,160.02,XL
58,38.0,167.64,XL
63,24.0,175.26,XL
68,38.0,157.48,XL
68,21.0,172.72,XL
69,21.0,167.64,XL
65,30.0,170.18,XL
74,22.0,177.8,XL
65,29.0,162.56,XL
70,29.0,157.48,XL
63,33.0,175.26,XL
68,29.0,175.26,XL
58,52.0,172.72,XL
77,33.0,187.96,XL
68,37.0,170.18,XL
68,27.0,157.48,XL
63,51.0,167.64,XL
59,37.0,154.94,XL
70,29.0,165.1,XL
54,27.0,157.48,XL
65,47.0,175.26,XL
65,47.0,180.34,XL
59,37.0,154.94,XL
58,47.0,167.64,XL
68,49.0,170.18,XL
58,48.0,160.02,XL
68,32.0,172.72,XL
64,35.0,177.8,XL
58,59.0,157.48,XL
68,31.0,165.1,XL
69,35.0,162.56,XL
61,26.0,167.64,XL
70,30.0,170.18,XL
67,36.0,172.72,XL
74,32.0,177.8,XL
61,49.0,172.72,XL
67,29.0,172.72,XL
61,32.0,165.1,XL
53,35.0,154.94,XL
74,28.0,165.1,XL
74,32.0,172.72,XL
65,33.0,180.34,XL
61,33.0,157.48,XL
61,34.0,167.64,XL
68,34.0,170.18,XL
65,37.0,175.26,XL
65,24.0,170.18,XL
63,27.0,167.64,XL
61,34.0,154.94,XL
71,31.0,177.8,XL
63,29.0,167.64,XL
63,25.0,177.8,XL
72,34.0,170.18,XL
63,43.0,162.56,XL
80,39.0,180.34,XL
58,30.0,165.1,XL
54,21.0,167.64,XL
68,36.0,167.64,XL
63,32.0,172.72,XL
63,31.0,165.1,XL
58,30.0,157.48,XL
74,43.0,160.02,XL
65,51.0,165.1,XL
72,30.0,172.72,XL
77,36.0,182.88,XL
65,53.0,165.1,XL
68,27.0,177.8,XL
64,33.0,182.88,XL
68,27.0,172.72,XL
63,34.0,157.48,XL
70,25.0,167.64,XL
62,36.0,165.1,XL
70,40.0,172.72,XL
69,62.0,175.26,XL
68,52.0,167.64,XL
61,30.0,167.64,XL
70,49.0,180.34,XL
62,32.0,167.64,XL
64,58.0,167.64,XL
74,39.0,162.56,XL
63,33.0,165.1,XL
70,40.0,177.8,XL
63,29.0,162.56,XL
61,23.0,162.56,XL
63,31.0,152.4,XL
63,28.0,165.1,XL
60,35.0,165.1,XL
67,37.0,170.18,XL
61,60.0,167.64,XL
65,33.0,160.02,XL
68,29.0,160.02,XL
68,30.0,175.26,XL
68,45.0,172.72,XL
68,38.0,165.1,XL
68,35.0,162.56,XL
65,26.0,162.56,XL
56,35.0,160.02,XL
65,30.0,177.8,XL
58,31.0,165.1,XL
63,43.0,170.18,XL
70,33.0,170.18,XL
74,25.0,172.72,XL
65,29.0,165.1,XL
72,32.0,157.48,XL
63,34.0,172.72,XL
66,34.0,167.64,XL
74,29.0,175.26,XL
65,32.0,170.18,XL
63,30.0,162.56,XL
75,31.0,177.8,XL
79,31.0,167.64,XL
63,30.0,165.1,XL
72,32.0,177.8,XL
58,54.0,170.18,XL
70,21.0,160.02,XL
65,44.0,177.8,XL
72,29.0,157.48,XL
68,56.0,172.72,XL
65,31.0,177.8,XL
68,28.0,167.64,XL
56,32.0,172.72,XL
68,37.0,170.18,XL
68,32.0,177.8,XL
72,32.0,167.64,XL
68,33.0,165.1,XL
74,32.0,177.8,XL
68,40.0,165.1,XL
54,52.0,160.02,XL
68,28.0,167.64,XL
77,33.0,167.64,XL
68,27.0,170.18,XL
68,29.0,160.02,XL
72,32.0,175.26,XL
56,24.0,154.94,XL
71,27.0,172.72,XL
68,30.0,170.18,XL
61,46.0,170.18,XL
63,39.0,165.1,XL
74,31.0,167.64,XL
63,35.0,165.1,XL
65,29.0,167.64,XL
77,28.0,170.18,XL
73,49.0,177.8,XL
56,30.0,165.1,XL
68,36.0,165.1,XL
65,35.0,162.56,XL
63,28.0,160.02,XL
72,32.0,167.64,XL
54,30.0,162.56,XL
64,36.0,160.02,XL
63,32.0,172.72,XL
68,32.0,170.18,XL
63,30.0,167.64,XL
63,34.0,170.18,XL
56,30.0,165.1,XL
61,34.0,167.64,XL
59,31.0,160.02,XL
72,40.0,162.56,XL
65,26.0,172.72,XL
64,35.0,172.72,XL
68,50.0,170.18,XL
68,36.0,170.18,XL
63,29.0,162.56,XL
65,29.0,172.72,XL
63,29.0,172.72,XL
70,37.0,172.72,XL
54,47.0,170.18,XL
68,32.0,162.56,XL
63,40.0,165.1,XL
65,34.0,170.18,XL
68,36.0,162.56,XL
65,35.0,172.72,XL
63,31.0,170.18,XL
63,38.0,162.56,XL
67,29.0,165.1,XL
61,32.0,165.1,XL
68,47.0,175.26,XL
54,53.0,162.56,XL
68,27.0,157.48,XL
63,24.0,170.18,XL
61,25.0,177.8,XL
63,36.0,170.18,XL
65,29.0,160.02,XL
65,32.0,157.48,XL
65,27.0,177.8,XL
54,30.0,162.56,XL
61,35.0,160.02,XL
67,39.0,162.56,XL
63,37.0,165.1,XL
77,31.0,172.72,XL
77,31.0,180.34,XL
68,34.0,165.1,XL
65,27.0,165.1,XL
58,36.0,157.48,XL
65,33.0,170.18,XL
61,62.0,165.1,XL
65,27.0,162.56,XL
72,40.0,180.34,XL
58,36.0,170.18,XL
61,38.0,172.72,XL
61,38.0,180.34,XL
77,36.0,167.64,XL
72,35.0,162.56,XL
61,32.0,165.1,XL
56,52.0,157.48,XL
63,30.0,167.64,XL
56,30.0,165.1,XL
63,36.0,160.02,XL
56,36.0,165.1,XL
59,43.0,162.56,XL
61,40.0,160.02,XL
65,31.0,160.02,XL
70,28.0,175.26,XL
71,28.0,165.1,XL
68,42.0,177.8,XL
61,32.0,167.64,XL
58,44.0,165.1,XL
79,36.0,175.26,XL
70,40.0,167.64,XL
65,31.0,165.1,XL
61,25.0,170.18,XL
74,30.0,175.26,XL
61,32.0,177.8,XL
65,33.0,170.18,XL
67,45.0,175.26,XL
68,33.0,182.88,XL
68,30.0,170.18,XL
69,45.0,170.18,XL
70,33.0,170.18,XL
62,50.0,165.1,XL
77,30.0,172.72,XL
68,31.0,165.1,XL
77,26.0,162.56,XL
65,35.0,167.64,XL
70,39.0,172.72,XL
58,50.0,167.64,XL
70,44.0,170.18,XL
65,26.0,162.56,XL
61,35.0,175.26,XL
72,50.0,167.64,XL
62,36.0,162.56,XL
63,28.0,162.56,XL
65,30.0,175.26,XL
63,33.0,165.1,XL
58,35.0,157.48,XL
71,33.0,170.18,XL
63,25.0,162.56,XL
68,34.0,160.02,XL
58,31.0,162.56,XL
68,33.0,167.64,XL
68,35.0,170.18,XL
77,35.0,172.72,XL
65,31.0,175.26,XL
70,34.0,162.56,XL
63,36.0,167.64,XL
63,51.0,157.48,XL
63,24.0,162.56,XL
63,39.0,170.18,XL
68,34.0,172.72,XL
63,38.0,170.18,XL
68,40.0,170.18,XL
67,45.0,172.72,XL
74,27.0,170.18,XL
63,42.0,160.02,XL
74,26.0,172.72,XL
70,39.0,170.18,XL
68,32.0,170.18,XL
70,28.0,175.26,XL
63,34.0,162.56,XL
68,35.0,170.18,XL
67,30.0,170.18,XL
65,42.0,175.26,XL
70,28.0,182.88,XL
68,35.0,162.56,XL
72,33.0,170.18,XL
70,29.0,154.94,XL
62,39.0,157.48,XL
65,29.0,182.88,XL
74,29.0,172.72,XL
61,46.0,157.48,XL
67,31.0,170.18,XL
72,32.0,172.72,XL
68,23.0,162.56,XL
68,27.0,170.18,XL
56,49.0,167.64,XL
61,32.0,167.64,XL
66,40.0,165.1,XL
68,53.0,175.26,XL
65,32.0,165.1,XL
70,33.0,170.18,XL
68,31.0,170.18,XL
62,56.0,154.94,XL
68,22.0,167.64,XL
72,30.0,182.88,XL
65,47.0,170.18,XL
65,29.0,172.72,XL
69,31.0,172.72,XL
57,21.0,167.64,XL
68,32.0,165.1,XL
56,29.0,170.18,XL
61,45.0,162.56,XL
65,33.0,167.64,XL
51,26.0,157.48,XL
65,36.0,180.34,XL
70,28.0,177.8,XL
72,44.0,175.26,XL
68,23.0,170.18,XL
67,32.0,172.72,XL
63,37.0,165.1,XL
63,28.0,162.56,XL
70,27.0,172.72,XL
67,26.0,157.48,XL
63,36.0,167.64,XL
63,42.0,172.72,XL
65,36.0,172.72,XL
70,39.0,170.18,XL
63,30.0,177.8,XL
68,44.0,157.48,XL
63,28.0,167.64,XL
72,27.0,172.72,XL
65,29.0,180.34,XL
61,42.0,157.48,XL
74,37.0,170.18,XL
68,27.0,172.72,XL
